epoch,train_loss,train_mse,train_perceptual,eval_psnr,eval_ssim
0,0.012053134811555972,0.012053134811555972,0.0,,
1,0.001799573121890098,0.001799573121890098,0.0,,
2,0.0015691595221664812,0.0015691595221664812,0.0,,
3,0.0014975359639469697,0.0014975359639469697,0.0,,
4,0.0014595606794807502,0.0014595606794807502,0.0,32.023749923706056,
5,0.0014337180738809828,0.0014337180738809828,0.0,,
6,0.001415557004927857,0.001415557004927857,0.0,,
7,0.0013992516723354935,0.0013992516723354935,0.0,,
8,0.0013889642806158365,0.0013889642806158365,0.0,,
9,0.001380691035784497,0.001380691035784497,0.0,32.19358367919922,0.9156874523509803
10,0.0013712101287885823,0.0013712101287885823,0.0,,
11,0.0013647391384022304,0.0013647391384022304,0.0,,
12,0.0013578801473556224,0.0013578801473556224,0.0,,
13,0.0013541946120360796,0.0013541946120360796,0.0,,
14,0.00134751279401399,0.00134751279401399,0.0,32.396609497070315,
15,0.0013426929081399594,0.0013426929081399594,0.0,,
16,0.0013418197807653798,0.0013418197807653798,0.0,,
17,0.0013345444888693124,0.0013345444888693124,0.0,,
18,0.0013324760798094494,0.0013324760798094494,0.0,,
19,0.0013296941960642874,0.0013296941960642874,0.0,32.4666244506836,0.9189884310982717
20,0.0013241648666841958,0.0013241648666841958,0.0,,
21,0.0013216905976246901,0.0013216905976246901,0.0,,
22,0.0013177596786075826,0.0013177596786075826,0.0,,
23,0.0013151752369552085,0.0013151752369552085,0.0,,
24,0.001314524388592144,0.001314524388592144,0.0,32.491634368896484,
25,0.0013085776360301285,0.0013085776360301285,0.0,,
26,0.001301918465226255,0.001301918465226255,0.0,,
27,0.0012978888205539359,0.0012978888205539359,0.0,,
28,0.00129716271361134,0.00129716271361134,0.0,,
29,0.0012945431116299262,0.0012945431116299262,0.0,32.627716064453125,0.9215145452103348
30,0.0012901502506414161,0.0012901502506414161,0.0,,
31,0.0012872847542371546,0.0012872847542371546,0.0,,
32,0.0012865900656049989,0.0012865900656049989,0.0,,
33,0.0012812744109151214,0.0012812744109151214,0.0,,
34,0.00128033183855783,0.00128033183855783,0.0,32.66806983947754,
35,0.0012765241507918757,0.0012765241507918757,0.0,,
36,0.0012757311878272516,0.0012757311878272516,0.0,,
37,0.0012732167706737442,0.0012732167706737442,0.0,,
38,0.0012689599136772765,0.0012689599136772765,0.0,,
39,0.0012673880279137919,0.0012673880279137919,0.0,32.757363891601564,0.9229318114048446
40,0.0012669301307773834,0.0012669301307773834,0.0,,
41,0.0012627601134659083,0.0012627601134659083,0.0,,
42,0.0012614328031499168,0.0012614328031499168,0.0,,
43,0.0012595361975005273,0.0012595361975005273,0.0,,
44,0.0012586599135978962,0.0012586599135978962,0.0,32.75615768432617,
45,0.0012555944197674628,0.0012555944197674628,0.0,,
46,0.0012542427419493646,0.0012542427419493646,0.0,,
47,0.0012530092494097973,0.0012530092494097973,0.0,,
48,0.0012517625797482596,0.0012517625797482596,0.0,,
49,0.0012497036133024327,0.0012497036133024327,0.0,32.80157890319824,0.9235175899302728
50,0.0012460444440049205,0.0012460444440049205,0.0,,
51,0.001247549710673747,0.001247549710673747,0.0,,
52,0.0012446385506155444,0.0012446385506155444,0.0,,
53,0.0012446482835850976,0.0012446482835850976,0.0,,
54,0.0012410404923634162,0.0012410404923634162,0.0,32.72295379638672,
55,0.0012416840200462648,0.0012416840200462648,0.0,,
56,0.0012406710911845335,0.0012406710911845335,0.0,,
57,0.0012384760004053128,0.0012384760004053128,0.0,,
