epoch,train_loss,train_mse,train_perceptual,eval_psnr,eval_ssim
0,0.027817125801581487,0.027817125801581487,0.0,,
1,0.0030145496089022355,0.0030145496089022355,0.0,,
2,0.002362231042200585,0.002362231042200585,0.0,,
3,0.002061941523700297,0.002061941523700297,0.0,,
4,0.0018878891948703404,0.0018878891948703404,0.0,30.959976959228516,
5,0.0017742151408142184,0.0017742151408142184,0.0,,
6,0.0016987033135768387,0.0016987033135768387,0.0,,
7,0.0016492400963618653,0.0016492400963618653,0.0,,
8,0.0016105867517071494,0.0016105867517071494,0.0,,
9,0.0015787318167263026,0.0015787318167263026,0.0,31.56419563293457,0.9052922751022552
10,0.0015547877857652753,0.0015547877857652753,0.0,,
11,0.0015311840656377332,0.0015311840656377332,0.0,,
12,0.001513569085255178,0.001513569085255178,0.0,,
13,0.0014989790011639774,0.0014989790011639774,0.0,,
14,0.001485050902387832,0.001485050902387832,0.0,31.763622665405272,
15,0.0014751875043172073,0.0014751875043172073,0.0,,
16,0.0014641996864994164,0.0014641996864994164,0.0,,
17,0.0014562283572945689,0.0014562283572945689,0.0,,
18,0.0014477741475766007,0.0014477741475766007,0.0,,
19,0.0014383390570083998,0.0014383390570083998,0.0,31.89384880065918,0.909962930612932
20,0.0014332313721458758,0.0014332313721458758,0.0,,
21,0.001427078552003349,0.001427078552003349,0.0,,
22,0.0014193327416381811,0.0014193327416381811,0.0,,
23,0.0014143542991200042,0.0014143542991200042,0.0,,
24,0.0014111628125031148,0.0014111628125031148,0.0,32.029944229125974,
25,0.0014061307231759068,0.0014061307231759068,0.0,,
26,0.0014003500659182625,0.0014003500659182625,0.0,,
27,0.001396539495080775,0.001396539495080775,0.0,,
28,0.0013910923103659886,0.0013910923103659886,0.0,,
29,0.0013879278232275217,0.0013879278232275217,0.0,32.134542846679686,0.9129556111671242
30,0.0013853981042870722,0.0013853981042870722,0.0,,
31,0.0013816013738999137,0.0013816013738999137,0.0,,
32,0.0013792278713483878,0.0013792278713483878,0.0,,
33,0.0013750452478962494,0.0013750452478962494,0.0,,
34,0.001371283518407177,0.001371283518407177,0.0,32.19210624694824,
35,0.0013710680015554483,0.0013710680015554483,0.0,,
36,0.0013688610490449756,0.0013688610490449756,0.0,,
37,0.0013659184187844592,0.0013659184187844592,0.0,,
38,0.0013624747927967033,0.0013624747927967033,0.0,,
39,0.0013631028524337778,0.0013631028524337778,0.0,32.22787857055664,0.9147109213174195
40,0.0013596596729892505,0.0013596596729892505,0.0,,
41,0.00135752069217609,0.00135752069217609,0.0,,
42,0.0013567886125471149,0.0013567886125471149,0.0,,
43,0.0013547549017396403,0.0013547549017396403,0.0,,
44,0.001351204519146436,0.001351204519146436,0.0,32.28926467895508,
45,0.0013510370299307482,0.0013510370299307482,0.0,,
46,0.0013497644064803212,0.0013497644064803212,0.0,,
47,0.0013470455119591151,0.0013470455119591151,0.0,,
48,0.0013444101753032867,0.0013444101753032867,0.0,,
49,0.0013444735497902653,0.0013444735497902653,0.0,32.3297924041748,0.916118708250355
50,0.001341938858788974,0.001341938858788974,0.0,,
51,0.001339733973930691,0.001339733973930691,0.0,,
52,0.0013393206129948502,0.0013393206129948502,0.0,,
53,0.0013362916215129,0.0013362916215129,0.0,,
54,0.0013356470001746744,0.0013356470001746744,0.0,32.369763946533205,
55,0.0013341368404776951,0.0013341368404776951,0.0,,
56,0.0013317938257675192,0.0013317938257675192,0.0,,
57,0.0013319087993828825,0.0013319087993828825,0.0,,
58,0.0013290104730043811,0.0013290104730043811,0.0,,
59,0.0013275042608451328,0.0013275042608451328,0.0,32.1445915222168,0.9177786654000368
60,0.001328039430273025,0.001328039430273025,0.0,,
61,0.0013259051159731606,0.0013259051159731606,0.0,,
62,0.0013241576595174537,0.0013241576595174537,0.0,,
63,0.0013240381125893303,0.0013240381125893303,0.0,,
64,0.0013225677194786626,0.0013225677194786626,0.0,32.448817825317384,
65,0.0013194628228171239,0.0013194628228171239,0.0,,
66,0.001320084914718031,0.001320084914718031,0.0,,
67,0.0013191046120183778,0.0013191046120183778,0.0,,
68,0.0013169794194222786,0.0013169794194222786,0.0,,
69,0.001313496560958976,0.001313496560958976,0.0,32.47180862426758,0.9187779567757195
70,0.0013150459082382035,0.0013150459082382035,0.0,,
71,0.0013153371175811176,0.0013153371175811176,0.0,,
72,0.0013117792453177142,0.0013117792453177142,0.0,,
73,0.0013136586943870722,0.0013136586943870722,0.0,,
74,0.001310133401685479,0.001310133401685479,0.0,32.488854598999026,
75,0.001309580146915435,0.001309580146915435,0.0,,
